block,model,representation,test_auroc,test_logloss,train_size
1,M0_class_prior,R3_pca16,0.5,0.691578359988849,5000
2,M0_class_prior,R3_pca16,0.5,0.691578359988849,5000
3,M0_class_prior,R3_pca16,0.5,0.691578359988849,5000
4,M0_class_prior,R3_pca16,0.5,0.691578359988849,5000
0,M1_logreg,R3_pca16,0.5539361838726246,0.686672572259194,5000
1,M1_logreg,R3_pca16,0.5496300398048279,0.6868013616019858,5000
2,M1_logreg,R3_pca16,0.5542056689779148,0.6870518004094025,5000
3,M1_logreg,R3_pca16,0.557211414997432,0.6857871615586053,5000
4,M1_logreg,R3_pca16,0.5579193952234206,0.6856663692695127,5000
0,M2_mlp,R3_pca16,0.5670525166923472,0.6841090921886783,5000
1,M2_mlp,R3_pca16,0.5573391756548536,0.6866262133511144,5000
2,M2_mlp,R3_pca16,0.5929052709296354,0.6799123105359586,5000
3,M2_mlp,R3_pca16,0.5733936825885979,0.6833091735166862,5000
4,M2_mlp,R3_pca16,0.5587422958397534,0.686955910401981,5000
0,M3_product,R3_pca16,0.5982493900873138,0.6779220200281975,5000
1,M3_product,R3_pca16,0.581128659476117,0.6814480340950693,5000
2,M3_product,R3_pca16,0.5848897342064715,0.681202960929559,5000
3,M3_product,R3_pca16,0.5977449280945044,0.6771730919255986,5000
4,M3_product,R3_pca16,0.5763800077041603,0.6824779409550387,5000
0,M4_entangled,R3_pca16,0.598839881869543,0.6770604843610019,5000
1,M4_entangled,R3_pca16,0.5787814586543399,0.6817070880623709,5000
2,M4_entangled,R3_pca16,0.5847987288135593,0.6812975852931351,5000
3,M4_entangled,R3_pca16,0.5930827876219825,0.678322496217717,5000
4,M4_entangled,R3_pca16,0.5755359206471495,0.6825192479657898,5000
0,M5_frozen,R3_pca16,0.5944125577812018,0.6776887015176479,5000
1,M5_frozen,R3_pca16,0.5797170326142784,0.6826712543592152,5000
2,M5_frozen,R3_pca16,0.5842534989727786,0.682251540307802,5000
3,M5_frozen,R3_pca16,0.5893005264509502,0.6787049746988713,5000
4,M5_frozen,R3_pca16,0.5737018489984591,0.6835444099770465,5000
0,M0_class_prior,R3_pca16,0.5,0.691578359988849,10000
1,M0_class_prior,R3_pca16,0.5,0.691578359988849,10000
2,M0_class_prior,R3_pca16,0.5,0.691578359988849,10000
3,M0_class_prior,R3_pca16,0.5,0.691578359988849,10000
4,M0_class_prior,R3_pca16,0.5,0.691578359988849,10000
0,M1_logreg,R3_pca16,0.5636641307139189,0.684091941541463,10000
1,M1_logreg,R3_pca16,0.5572040318438624,0.6853852977239657,10000
2,M1_logreg,R3_pca16,0.5504916217257319,0.6872885875230088,10000
3,M1_logreg,R3_pca16,0.5648386941448382,0.684205349051332,10000
4,M1_logreg,R3_pca16,0.5622223292244479,0.6844823525977537,10000
0,M2_mlp,R3_pca16,0.6271149524910118,0.667134835861252,10000
1,M2_mlp,R3_pca16,0.5929514958911145,0.6790314056007086,10000
2,M2_mlp,R3_pca16,0.5780673793014894,0.682925144279366,10000
3,M2_mlp,R3_pca16,0.6037549756034926,0.6740134963879827,10000
4,M2_mlp,R3_pca16,0.6093632832562917,0.6730483059725865,10000
0,M3_product,R3_pca16,0.616158031587057,0.6712045434421537,10000
1,M3_product,R3_pca16,0.6020109463276837,0.6755589219551513,10000
2,M3_product,R3_pca16,0.5985676682074987,0.6772831048048156,10000
3,M3_product,R3_pca16,0.6002084938366719,0.675044376380854,10000
4,M3_product,R3_pca16,0.6110052324088341,0.6732350964943542,10000
0,M4_entangled,R3_pca16,0.6182514766307139,0.6707713275797974,10000
1,M4_entangled,R3_pca16,0.6038596237801745,0.6751137821359267,10000
2,M4_entangled,R3_pca16,0.5997250577812019,0.6770448547360038,10000
3,M4_entangled,R3_pca16,0.6056524460708783,0.6731438004520711,10000
4,M4_entangled,R3_pca16,0.6075001605033384,0.674263318860726,10000
0,M5_frozen,R3_pca16,0.6166682717000513,0.670763489246904,10000
1,M5_frozen,R3_pca16,0.5943793335901386,0.6778107844999854,10000
2,M5_frozen,R3_pca16,0.5979757318952235,0.6773637046419403,10000
3,M5_frozen,R3_pca16,0.6048289034411916,0.6738821048845084,10000
4,M5_frozen,R3_pca16,0.6065382639958912,0.6743803268470504,10000
