arch,block,seed,trainable_logloss,frozen_logloss,diff_frozen_minus_trainable
17,5,0,0.7908094381189199,0.7081470905397617,-0.08266234757915825
17,5,1,0.7812201106564867,0.7396237564820296,-0.04159635417445706
18,5,0,0.7666459661542682,0.7701364345841153,0.0034904684298471267
18,5,1,0.728551854303783,0.7725028214238764,0.04395096712009339
19,5,0,0.7413183373233837,0.7401148506492675,-0.0012034866741161832
19,5,1,0.7397454712918563,0.7290365644334063,-0.010708906858450051
0,6,0,0.7730105453330407,0.7508978404259552,-0.0221127049070855
0,6,1,0.7638772880497092,0.7528365450090444,-0.011040743040664824
1,6,0,0.7689957722751745,0.7268904306803006,-0.04210534159487389
1,6,1,0.7437752060683488,0.7718878696952245,0.0281126636268757
2,6,0,0.7644032017799411,0.772106368012147,0.007703166232205905
2,6,1,0.7589260606980399,0.7492658528862907,-0.009660207811749255
3,6,0,0.7495442280087509,0.7515512154341388,0.0020069874253879627
3,6,1,0.7292592601900312,0.7287621804792296,-0.0004970797108015956
4,6,0,0.7526477476474317,0.7348302486230568,-0.017817499024374905
4,6,1,0.747780578506437,0.742027004411035,-0.005753574095402003
5,6,0,0.7662732195231042,0.753351085404838,-0.01292213411826626
5,6,1,0.7347348349416669,0.747282419133393,0.01254758419172608
6,6,0,0.7466512761335005,0.7405592641009905,-0.006092012032509975
6,6,1,0.7295158937163071,0.7269421511462443,-0.0025737425700628203
7,6,0,0.7726291040625423,0.7502915979351316,-0.0223375061274107
7,6,1,0.7724165016356335,0.7271969151590616,-0.04521958647657187
8,6,0,0.7487660777346585,0.7380511443138018,-0.01071493342085672
8,6,1,0.7359973088194155,0.729124799339433,-0.006872509479982525
9,6,0,0.7042017049656851,0.7175096988893115,0.01330799392362636
9,6,1,0.7285311064837077,0.7257027703323623,-0.0028283361513453675
10,6,0,0.8059748805082151,0.7608122413154831,-0.045162639192732
10,6,1,0.7644455861091645,0.7539699971898792,-0.01047558891928524
11,6,0,0.7546171144404634,0.7546171144404634,0.0
11,6,1,0.8008453727264627,0.8008453727264625,-2.220446049250313e-16
12,6,0,0.7767381278316556,0.7134287436859507,-0.06330938414570497
12,6,1,0.7663423932032629,0.7824231715676989,0.016080778364436
13,6,0,0.745649892387237,0.7295700533922121,-0.016079838995024853
13,6,1,0.7289043604738197,0.750777064962775,0.021872704488955286
14,6,0,0.7201100153771861,0.7245969957911806,0.004486980413994535
14,6,1,0.7358741460672872,0.7235479800444339,-0.012326166022853302
15,6,0,0.7800962719937841,0.7715258692822841,-0.008570402711500003
15,6,1,0.7477477282750852,0.7391735300010241,-0.008574198274061029
16,6,0,0.6996391781628797,0.6996391781628797,0.0
