block,structural_hash,depth,two_qubit_gate_count,total_trainable_params,val_logloss,transpiled_two_qubit,transpiled_depth,wall_clock_seconds
3,dd3d12e5859e,13,10,53,0.768657392157379,26,32,2.8591
3,dda81c6c63ea,13,10,53,0.8029435265456277,22,28,2.9745
3,e2d92815388d,7,3,53,0.7529158948538976,3,11,2.5379
3,e425705d298f,10,6,53,0.7970766621884293,6,14,2.8536
3,e53b906635c0,13,11,53,0.7030957673393567,34,35,2.7017
3,e556967495b4,7,3,53,0.70778879234693,3,7,2.2971
3,e5edc6bf12dc,14,10,53,0.8022019599560282,31,31,2.8693
3,e603adab834b,8,4,53,0.7605021362915106,10,17,2.526
3,e6125982748f,13,10,53,0.7183640600312944,25,33,2.6524
3,e6ef0fc23911,4,0,53,0.719101445085738,0,4,2.4203
3,e7a113149909,12,11,53,0.7562834695013853,35,40,2.7964
3,ec3d3cfa1e99,13,11,53,0.7935111147060926,37,37,2.668
3,ed9992583ace,14,11,53,0.7255713089058575,29,34,3.0023
3,edd875503efa,13,8,53,0.7845165888923532,26,34,3.0938
3,ef34cf24eca2,14,10,53,0.7850480186797274,28,33,2.9455
3,effb0556a789,11,7,53,0.758387600077314,21,28,2.8013
3,f21f26d5c6f9,15,13,53,0.713694768864007,39,48,2.8763
3,f2ea390ed5c8,11,7,53,0.7770244587122745,14,18,3.4709
3,f4cb7a4c121f,11,7,53,0.7373164786025405,18,23,2.6634
3,f7d45e3155b1,17,14,53,0.7449677826267136,46,53,3.1602
3,fbd363fde2a6,12,7,53,0.7931770390778718,17,23,2.8931
3,fd77ebb0115c,7,3,53,0.7057402526187521,3,11,2.4513
4,0219ada14906,8,3,53,0.7116164136998775,6,13,2.5686
4,033188c13112,13,11,53,0.7952110285638575,29,36,2.9132
4,0347927e3361,14,10,53,0.7374753074134454,31,31,2.846
4,052f891c2b96,13,10,53,0.7456644682056811,29,37,2.7965
4,07b16a99f569,4,0,53,0.708101663721603,0,4,2.1535
4,07b16a99f569,4,0,53,0.7474256773809796,0,4,2.2442
4,0a0ec1d37b3a,11,8,53,0.7457084102692318,26,32,2.9157
4,0ace4c49ce0d,10,7,53,0.7714202147093892,23,34,2.8212
4,0d5720fef8c6,9,4,53,0.754074059892045,10,19,3.0516
4,13e3290c60c3,8,4,53,0.7348495323074701,8,10,2.3969
4,16bdfe32c132,12,7,53,0.7527283231768989,19,29,3.7261
4,1779b73f5d4c,11,8,53,0.7001410260630877,26,33,2.7204
4,185fb8c393f2,16,13,53,0.768428141108724,37,44,3.0863
4,19f564e45cac,13,11,53,0.7776665271398239,37,38,2.6641
4,1c404afdefe3,13,10,53,0.7246256890287848,19,26,2.8379
4,1dd81c4f6c38,10,7,53,0.7188483834241104,18,22,2.5189
4,2088c4f0d60c,4,0,53,0.714635177521994,0,4,2.1949
4,2106733eec0d,11,7,53,0.7693633692687172,17,21,3.8015
4,21c65f7203a0,10,7,53,0.7455442844176382,21,26,2.6036
4,22d92a4329d5,7,3,53,0.7450291077263888,3,11,2.4823
4,2809196352c7,11,7,53,0.7452621954956884,11,16,3.0097
4,286b82e1c66e,9,6,53,0.7784072036053725,12,19,2.6237
4,294ab4c83231,13,12,53,0.7194286389436579,44,43,2.6488
4,2f32cd0a3c4d,16,14,53,0.7518999304094666,37,45,3.0543
4,30191cac99a8,7,3,53,0.7275773918384025,3,7,2.304
4,333ab963d46a,21,19,53,0.8023278959887261,62,59,3.0602
4,33ef6291059e,12,7,53,0.817892260087984,19,31,2.9662
4,34f123fd3ec6,13,8,53,0.7158673347173394,26,34,3.3101
4,35bba8dd0526,14,10,53,0.7056616974911435,25,33,2.9798
4,3907a44923b5,9,7,53,0.7313010090524588,15,21,2.7222
4,39d826a64d6e,12,8,53,0.714486619357041,30,36,2.9534
4,3b7c3105dcd1,4,0,53,0.7506713495865295,0,4,2.3124
4,3bdb74a459a0,7,3,53,0.7477985131676799,6,12,2.3028
4,3cbf4fe2c3e5,15,11,53,0.7381854379565858,32,35,3.1545
4,3d94bc3b5ee8,7,3,53,0.7648779722532422,6,14,2.349
4,3dad662f670d,7,3,53,0.7120436611195422,3,7,2.3838
4,40145a133833,7,3,53,0.7283501638937991,6,17,2.6597
4,413faa5bcf58,8,4,53,0.7219828376454207,10,18,2.9923
4,424f11391ed6,7,3,53,0.7993598999921538,3,7,2.252
4,43e4afecd68d,12,10,53,0.6987388050451341,18,22,2.8892
4,456775ec59ed,10,7,53,0.7157332432357761,21,25,2.7888
4,4a0c1980d49b,13,10,53,0.7562697108415266,29,36,2.8359
4,4a0e038bfc00,11,7,53,0.7204613129763677,16,21,2.7343
4,4a351bbe3770,14,11,53,0.7663129582867367,32,36,2.9787
4,4a81dc62cff5,10,7,53,0.7352366386315946,19,28,2.9353
4,4b0a53601342,10,7,53,0.7183640221234001,23,29,2.5899
4,4b8bfdff4376,13,10,53,0.7549351771348213,30,35,2.887
4,4da117fd5f9e,9,4,53,0.842199500185667,10,17,2.7741
4,4fc43b9a7405,17,14,53,0.7441754676451381,46,52,3.444
4,507e31a373f5,12,9,53,0.7295936214680192,16,23,2.7944
4,51c2004e08dd,12,7,53,0.7760868063218399,19,31,2.9618
4,52143ae4ac4b,7,4,53,0.759238765706635,14,20,2.4439
4,529f94be7b94,13,10,53,0.70143023983026,30,33,2.6915
4,5434f6036ce1,8,4,53,0.7951386998171701,10,14,2.3193
4,55f9bb406de7,10,7,53,0.7362939030448679,13,21,2.8526
4,567df35fe74e,10,8,53,0.7149333635394615,28,33,2.6503
4,57042f8c2ffb,12,7,53,0.7368411334228292,16,24,2.8956
4,581655648b3f,14,11,53,0.720942761545408,36,43,2.8169
4,5a433251a78f,9,7,53,0.8213615447551088,15,19,2.6463
4,5c34bfc1a731,12,7,53,0.797741874928566,19,27,2.8978
4,5c8acd9c9626,13,10,53,0.8477091111483117,26,32,3.8916
4,5c9bedf50d49,14,11,53,0.7362898584600778,35,38,2.916
4,5eaa2ba8d841,8,4,53,0.7241236654056122,14,23,2.6153
4,5f60874932a6,4,0,53,0.7170235099528791,0,4,2.2496
4,60cd60d73638,7,0,53,0.7507980799797029,0,5,2.8016
4,61d8ee298451,14,12,53,0.7746594720193377,44,40,2.7652
4,649704536d93,14,10,53,0.7322197503989597,29,43,3.0465
4,660686604c65,10,6,53,0.7721072530721129,15,24,2.5627
4,66bc3595b799,13,11,53,0.742059348039805,33,37,2.8563
4,699e23e73b22,11,8,53,0.7368214287203855,30,37,2.7426
4,69f63b0da52c,18,15,53,0.7114855761522468,52,64,3.2854
4,6bced5a08fbb,7,3,53,0.728262548231934,6,10,2.2228
4,6c06e2848b17,11,6,53,0.7336523731082323,12,23,2.8185
4,6c1699daf1ec,16,15,53,0.7816115099425056,47,47,3.1711
4,6c71145ed992,8,4,53,0.7321465757565452,10,13,2.381
4,6dd137af510f,7,3,53,0.7304406141216633,6,16,2.4815
4,6df3d7537ca4,7,4,53,0.7192469475390908,12,17,2.3352
4,6e561e4494db,13,10,53,0.7484333568370966,27,33,3.0916
4,6f8fa4b32dbf,15,13,53,0.7742300740897637,36,43,3.0238
4,712d8aea6e74,15,12,53,0.7467680398225764,44,43,3.1077
4,7515b0845b26,10,7,53,0.7130491546019202,23,36,2.6631
4,759bde70da28,13,10,53,0.6928924438732322,19,26,3.1019
4,7623f278a174,7,4,53,0.717861438366645,14,21,2.3803
4,772495a64140,7,4,53,0.7823409983484807,14,20,2.4366
4,772495a64140,7,4,53,0.7554277255231211,14,20,2.3634
4,7bd16c013b44,10,7,53,0.7208255940348117,23,30,2.709
4,7c62dc5de042,13,10,53,0.7517388874201979,30,33,2.6412
4,7e428a0a1e55,13,11,53,0.7444817665090944,36,43,2.8487
4,7f3aed384f51,4,0,53,0.7369972456920613,0,4,2.2189
4,7f9a014d9911,15,11,53,0.7594942473799936,34,38,3.5149
4,8003fa6cf58d,13,10,53,0.7365215826468934,24,28,2.9675
4,80efcde460dd,4,0,53,0.7133879171685358,0,4,2.2998
4,81210e06c13b,8,4,53,0.7370330868622791,10,18,2.4882
4,818cfd637883,16,14,53,0.7610299462118619,47,59,2.9942
4,820b742ed424,14,10,53,0.729605333641392,29,29,3.1958
4,82741cbc2658,14,11,53,0.718399148538233,37,42,2.9306
4,82a6995d4eda,16,12,53,0.8074736926164926,42,40,3.1178
4,831bf9999923,13,11,53,0.7726634556024986,31,36,2.9154
4,84aa1400ba69,7,3,53,0.748153824310152,6,15,2.5404
4,856364fe2ab6,10,7,53,0.717946408622912,19,27,2.5655
4,8583b928b2ec,12,10,53,0.7248421707083783,16,20,2.8313
4,880b6af94720,10,7,53,0.7226420658688935,19,27,2.7487
4,891a9c9ecea2,10,6,53,0.8006365211773948,12,20,2.7514
4,8a1b91cc9467,4,0,53,0.7379105090794821,0,4,2.4133
4,8b3f5c70e7ed,13,11,53,0.7407223588359898,33,34,2.7566
4,8b975a728ca1,7,4,53,0.7427590635425565,12,17,2.3884
4,8b975a728ca1,7,4,53,0.720478593872851,12,17,2.4302
4,8e249f067bad,18,15,53,0.71214392738076,50,55,3.3532
4,8fea3c837ab6,15,12,53,0.761547885934169,46,45,3.0069
4,9004f02d23b4,11,8,53,0.7436544540299801,30,38,2.7149
4,9563874ceb93,13,8,53,0.7437522355899894,26,34,3.6379
4,95b94d178edd,10,8,53,0.6949643868142467,28,33,2.5749
4,97a9fea463c4,7,3,53,0.7954341999030231,6,14,2.6862
4,97fc797ea1be,8,4,53,0.7685078218672673,10,12,2.3876
4,99bd7cb33a0a,14,14,53,0.7612174599888695,38,42,2.992
4,9ad604f29ffc,10,6,53,0.7397696453796113,12,20,2.6781
4,9c6fe8fb6b42,11,6,53,0.8353328402904381,13,21,2.7267
4,9c7b9cfa6f22,11,7,53,0.7781211480747423,18,24,2.9548
4,9ceb2d4f4a42,7,4,53,0.7220178901186256,14,21,2.3813
4,9ceb2d4f4a42,7,4,53,0.7721483301966304,14,21,2.4534
4,9d07a9feef6e,8,4,53,0.7215581789766418,10,17,2.5345
4,9d3d9df7db75,9,6,53,0.7293785718569896,12,15,2.416
4,9d5a063356a2,17,15,53,0.765481810776095,49,46,2.8951
4,9eaeedb418c6,13,10,53,0.7366770391408072,29,34,2.7464
4,a1b15ee0e66f,4,0,53,0.7150510403280287,0,4,2.1064
4,a3b5207cc038,7,3,53,0.7244746514768922,6,16,2.6741
4,a5d4bf93423d,12,10,53,0.7026038100205817,27,35,2.9272
4,a5f93a95abca,10,7,53,0.7053569694376849,19,28,2.7829
4,a7b79167a48b,7,4,53,0.7237145844558178,12,17,2.3758
4,a7e735c5993c,15,11,53,0.7577000167164697,36,45,3.4451
4,a9d0aaeb6aed,9,3,53,0.7552101922806785,3,7,2.8225
4,aac25e7d8468,4,0,53,0.7051086866070648,0,4,2.2714
4,aac25e7d8468,4,0,53,0.7248340121629947,0,4,2.131
4,abf6f0309077,10,6,53,0.7595683283036342,12,17,2.4825
4,ad31888f15f0,10,7,53,0.7302908029271725,23,34,2.8204
4,ad46aa243ef8,11,7,53,0.7605482921813873,13,17,2.9749
4,ae6343d66770,7,4,53,0.7215245402062951,12,17,2.3718
4,aea67b7c2242,9,6,53,0.7172579781350471,12,25,2.7454
4,af394da31636,10,7,53,0.7116369131300984,21,26,2.6619
4,aff2f1d6be55,12,7,53,0.7866829238523908,19,27,3.1224
4,b38162d761bf,11,9,53,0.7434520599868264,9,16,2.8601
4,b393daf5dc0a,7,3,53,0.7254488828558535,6,11,2.3179
4,b53178784707,10,4,53,0.7827331888444237,10,20,3.4611
4,b57e1d722d11,8,3,53,0.7439079207289235,3,8,2.6031
4,b62ea45650c8,20,18,53,0.7892098761543521,55,56,3.4813
4,b726388bc8cb,14,11,53,0.7464319803003204,34,43,3.2271
4,b750c99070ef,15,12,53,0.7987112000967052,42,40,2.9163
4,b911c67dae93,12,7,53,0.7624501045141794,16,26,3.119
4,ba61f3c9c28a,12,8,53,0.7869103913170629,26,30,2.7527
4,ba93c591a12a,7,3,53,0.7484305087907167,3,11,2.4198
4,baadc262f94e,11,6,53,0.7357339949659114,12,20,2.7158
4,bd31e75f898b,10,7,53,0.8102455022489818,17,26,2.8791
4,bd551d07e4b3,8,4,53,0.7711230393303138,10,17,2.7507
4,bd5ea2248544,12,7,53,0.7354558365616615,16,25,2.9967
4,bdcad8be0e2e,16,14,53,0.7307190929264266,46,51,3.0705
4,bdfabb55c4ab,10,7,53,0.7234197493647436,19,27,2.6141
4,be2d3fd6e5a9,4,0,53,0.7457848143466008,0,4,2.1773
4,be2d3fd6e5a9,4,0,53,0.7233070869943633,0,4,2.2016
4,bf1593c370d7,13,11,53,0.7355074539102603,33,39,2.9555
4,bf77d6ce1442,10,7,53,0.717990065368437,13,21,3.0735
4,c06044b25e7e,8,3,53,0.7788244401820914,6,16,2.6839
4,c1f259a85702,7,3,53,0.7884241244993607,6,17,2.3949
4,c527d4e4bea6,5,0,53,0.7504181470682286,0,5,2.3101
4,c7e02d89194a,10,6,53,0.7145371193509099,6,10,2.7275
4,c7f863da692b,12,11,53,0.7374511781546541,35,38,2.8091
4,c8c209de6e8b,11,6,53,0.7244419312863967,15,23,2.715
4,cba73d36148c,9,4,53,0.7116370182466725,10,19,2.7977
4,cc995f8eef22,12,10,53,0.7065107738313396,23,32,2.8725
4,cd763c399386,10,7,53,0.7649758404874573,23,36,2.6606
4,cd83f6e9cb10,10,4,53,0.7392590150921586,10,19,3.0392
4,d1b5248a49c2,11,8,53,0.7898891100986883,28,33,2.6727
4,d28bc0c48242,10,7,53,0.7381968870713811,19,28,2.6249
4,d4a0a85e103c,14,11,53,0.7246134564789294,29,36,3.1775
4,d5bb027f1e42,10,6,53,0.699797730390503,12,19,2.7348
4,d5c082b51b85,9,7,53,0.7386792696910766,17,25,2.655
4,d87f6b00d8b8,7,3,53,0.7082820137383881,6,13,2.3997
4,d885d2bef868,10,8,53,0.7320393990537277,30,36,2.6189
4,d97ccd04f4f5,7,4,53,0.722017833083917,14,20,2.4154
4,dd3d12e5859e,13,10,53,0.7711392347014614,26,32,2.8885
4,e13f09b8a58a,4,0,53,0.7131760179163363,0,4,2.1232
4,e3f5f903472e,12,10,53,0.7944020240574882,30,35,2.7495
4,e425705d298f,10,6,53,0.7230084687993531,6,14,3.069
4,e556967495b4,7,3,53,0.8237118418693041,3,7,2.3235
4,e57f3e0e13ac,14,11,53,0.7324092648608187,34,36,2.887
4,e59b94318460,8,3,53,0.8269842973758259,6,13,2.6534
4,e603adab834b,8,4,53,0.7120788004259534,10,17,2.6846
4,e6ef0fc23911,4,0,53,0.7292935584083039,0,4,2.1776
4,e7a113149909,12,11,53,0.7801461868549322,35,40,2.9798
4,ebae23e826c9,9,3,53,0.7147237044164272,3,9,3.1956
4,ec3d3cfa1e99,13,11,53,0.777011549080609,37,37,2.6611
4,ec47dc1d6a98,7,3,53,0.7404327781585543,3,11,2.343
4,ed9992583ace,14,11,53,0.7792702461609605,29,34,3.2423
4,ef34cf24eca2,14,10,53,0.7677807854988445,28,33,2.8952
4,ef80c0c8a825,12,7,53,0.7088668954755187,16,26,2.9572
4,effb0556a789,11,7,53,0.7296525691344459,21,28,3.0841
4,f4cb7a4c121f,11,7,53,0.7620081809787664,18,23,2.7746
4,f61eeaee860d,5,0,53,0.7341510690633871,0,5,3.0258
4,f7d45e3155b1,17,14,53,0.7373473356812443,46,53,3.1935
4,f929151a6c7f,12,10,53,0.7684139310726973,23,30,2.7103
4,fb79da3abaf7,14,11,53,0.7323725915783879,27,33,3.2857
5,00df599969d5,12,10,53,0.7327251820543932,23,34,2.8233
5,03feaeaf28dd,7,3,53,0.7872034392799818,6,15,2.4373
5,04674db05f0e,12,7,53,0.8162003857850263,19,28,3.397
5,04f3f5a654ad,10,7,53,0.7527268364102385,23,34,2.772
5,07385542e9ad,10,4,53,0.7862042157979224,10,17,2.927
5,07b16a99f569,4,0,53,0.737261726754195,0,4,2.143
5,07b16a99f569,4,0,53,0.7560001049042774,0,4,2.1248
5,087c2397e3b9,10,8,53,0.7011048704930932,30,36,2.5134
5,0a0ec1d37b3a,11,8,53,0.7258462588440354,26,32,2.6501
5,0a2e6cef0774,11,7,53,0.8010260913879395,23,34,2.8976
5,0ace4c49ce0d,10,7,53,0.7291195027914873,23,34,2.6016
5,0b1c564f1310,11,7,53,0.7629545869086093,16,19,2.5146
5,0b214bf3d491,14,11,53,0.7335064059717583,33,41,3.1728
5,0c18287a2413,17,14,53,0.7454980227638732,44,46,3.057
5,0f5fafd4665f,11,7,53,0.8319386774678702,16,24,2.7284
5,0fd685f341b9,13,11,53,0.7839000248200144,31,39,2.9612
5,1185d77d745f,9,4,53,0.7635403919253875,10,15,2.9177
5,13b3a2e1d851,9,7,53,0.7512790302928292,17,24,2.6087
5,13e3290c60c3,8,4,53,0.7548894700444403,8,10,2.3573
5,170257dd9920,9,3,53,0.761301615532926,3,12,2.8568
5,185fb8c393f2,16,13,53,0.745830499100422,37,44,3.4229
5,189aab902017,11,9,53,0.8025491166005555,9,16,2.795
5,19f564e45cac,13,11,53,0.7733816095623224,37,38,2.6807
5,1f1a353443ff,18,15,53,0.7585672623448997,52,64,3.2239
5,2088c4f0d60c,4,0,53,0.7346425333832167,0,4,2.075
5,22e53edd9fb8,10,7,53,0.7453736459040561,13,18,2.8272
5,2809196352c7,11,7,53,0.7939025532317648,11,16,2.8216
5,293cc854ffbe,4,0,53,0.7170552449968985,0,4,2.1008
5,294ab4c83231,13,12,53,0.7226843309152757,44,43,2.6405
5,2a002233a4f2,12,10,53,0.7571141029642947,26,34,2.8933
5,2b61da1d3456,10,7,53,0.756476981246828,18,23,2.6905
5,2f1d469e0621,10,7,53,0.734941445798825,23,29,2.6411
5,2f32cd0a3c4d,16,14,53,0.7815079157416749,37,45,3.1765
5,330fe1a625d2,15,11,53,0.7778987487645715,32,35,2.9728
5,333ab963d46a,21,19,53,0.7748504829642953,62,59,3.0929
5,34f123fd3ec6,13,8,53,0.7591322949687599,26,34,2.9387
5,3662db432ba8,13,10,53,0.7706962551931608,29,41,2.9294
5,39d826a64d6e,12,8,53,0.752497446673744,30,36,3.0088
5,3b7c3105dcd1,4,0,53,0.7655682632566868,0,4,2.1332
5,3bdb74a459a0,7,3,53,0.7393895222039053,6,12,2.2505
5,3c65cb3e0488,11,7,53,0.7562097393223187,13,20,2.9999
5,3cf7ecb8375a,12,10,53,0.7465104478908678,18,26,3.0956
5,3dad662f670d,7,3,53,0.7492914895861904,3,7,2.2797
5,3f10a690c2c4,13,10,53,0.7332315133461641,32,40,2.84
5,3f2551cddfef,12,10,53,0.748204929622852,16,20,2.7781
5,40145a133833,7,3,53,0.7265816166723122,6,17,2.4276
5,413faa5bcf58,8,4,53,0.7739762587200381,10,18,2.4967
5,41d7711f8da8,16,17,53,0.780051672535271,43,49,3.1737
5,424f11391ed6,7,3,53,0.7546608596675017,3,7,2.3133
5,43e4afecd68d,12,10,53,0.7743702888729611,18,22,2.7385
5,43f8e5a9360b,12,9,53,0.7591544007874858,18,30,2.8988
5,47559fc5dd59,11,9,53,0.7775651011364888,9,16,2.8129
5,4a6e97ef8a28,9,7,53,0.7721058830162392,15,19,2.5312
5,4a81dc62cff5,10,7,53,0.805614999146941,19,28,2.5324
5,4b0a53601342,10,7,53,0.7799099721904567,23,29,2.7186
5,4b85ae6ab2da,13,11,53,0.7854634610897897,31,32,2.833
5,4b8bfdff4376,13,10,53,0.8094727681654945,30,35,3.1148
5,4d849d675549,12,7,53,0.7488561535880155,19,27,2.8526
5,4da117fd5f9e,9,4,53,0.7359350641426485,10,17,2.7005
5,52143ae4ac4b,7,4,53,0.7615361697623874,14,20,2.3958
5,529f94be7b94,13,10,53,0.752487436020825,30,33,2.6515
5,5434f6036ce1,8,4,53,0.8363283720049036,10,14,2.6064
5,543dd247a90a,10,7,53,0.7680074214839135,19,22,2.5312
5,57042f8c2ffb,12,7,53,0.7987309938890426,16,24,2.9102
5,581655648b3f,14,11,53,0.7580837690934792,36,43,3.0148
5,5c1a5eaa1869,10,7,53,0.8580045449873894,13,18,2.6777
5,5c8acd9c9626,13,10,53,0.8182515469566187,26,32,3.2775
5,5e8c262f8237,7,4,53,0.7415254751735361,14,21,2.3564
5,5f60874932a6,4,0,53,0.7027558968229375,0,4,2.3129
5,5feefe8a8f2a,10,7,53,0.7477806510533471,23,34,2.6473
5,60ebccf2869d,9,6,53,0.7332348981499406,6,15,2.7263
5,61c04d782603,7,4,53,0.6989370214683285,12,17,2.3456
5,61c04d782603,7,4,53,0.7129946967031761,12,17,2.4411
5,61d8ee298451,14,12,53,0.7535819040040633,44,40,2.7277
5,660686604c65,10,6,53,0.8039634262676284,15,24,2.542
5,6a9bbb003481,14,11,53,0.73345883050971,29,35,3.015
5,6afa728893be,11,6,53,0.76053057173912,15,28,2.8503
5,6bced5a08fbb,7,3,53,0.7422714418314201,6,10,2.3481
5,6c06e2848b17,11,6,53,0.721349664416775,12,23,2.7743
5,6c1699daf1ec,16,15,53,0.798870574527285,47,47,3.1808
5,6c71145ed992,8,4,53,0.7392555781430233,10,13,2.336
5,6dd137af510f,7,3,53,0.7414101164032993,6,16,2.4503
5,6df3d7537ca4,7,4,53,0.7345391909806154,12,17,2.3715
5,6e06b1ddc9fb,11,8,53,0.7923635800814919,24,27,2.5552
5,6fbf25882099,12,7,53,0.7824837061078492,19,27,3.0195
5,712d8aea6e74,15,12,53,0.7711357721804026,44,43,2.9558
5,7135e2952dc9,12,10,53,0.7940755422428936,26,32,2.7611
5,7623f278a174,7,4,53,0.7623530178953001,14,21,2.3631
5,772495a64140,7,4,53,0.7556498449175292,14,20,2.336
5,7a3158bf6c97,15,14,53,0.7927501187051591,36,38,3.0408
5,7c077104bfbd,7,3,53,0.771682753438548,6,14,2.4343
5,7e428a0a1e55,13,11,53,0.7350011504405684,36,43,3.2308
5,7f3aed384f51,4,0,53,0.7568502799077348,0,4,2.1453
5,7f730f43f251,8,4,53,0.7689874335003852,14,21,2.665
5,8003fa6cf58d,13,10,53,0.8203703281132334,24,28,2.9494
5,80efcde460dd,4,0,53,0.7350308617234617,0,4,2.2817
5,82741cbc2658,14,11,53,0.7940008020310697,37,42,2.9169
5,82a6995d4eda,16,12,53,0.7345211395368669,42,40,3.0274
5,879576ec6da8,14,10,53,0.7940710640428363,23,30,2.8554
5,880b6af94720,10,7,53,0.7441307358827098,19,27,2.6223
5,8ae3274d1cdc,17,14,53,0.807154507089965,42,41,2.9893
5,8b3f5c70e7ed,13,11,53,0.7655195245009447,33,34,2.7536
5,8b6736a9cc6b,14,10,53,0.7603832911802517,28,35,2.9873
5,8b975a728ca1,7,4,53,0.7424186149776583,12,17,2.342
5,8e249f067bad,18,15,53,0.7105355749710425,50,55,3.1926
5,8f62e9e3f581,13,11,53,0.7333768455591723,37,39,2.8051
5,8fea3c837ab6,15,12,53,0.7517109253594,46,45,3.0858
5,9004f02d23b4,11,8,53,0.7840540924405971,30,38,2.6985
5,903dd4df6062,12,10,53,0.755706496577726,26,34,2.8603
5,948f3687f923,10,7,53,0.7972635923738138,23,27,2.543
5,95b94d178edd,10,8,53,0.73666719093457,28,33,2.544
5,960dd12a181d,11,7,53,0.744860917974744,23,29,2.8282
5,97a9fea463c4,7,3,53,0.775939382465033,6,14,2.397
5,97fc797ea1be,8,4,53,0.7415599044665864,10,12,2.3321
5,9904b7b570f4,11,8,53,0.7526600367088667,30,37,2.7133
5,99bd7cb33a0a,14,14,53,0.7207926803615367,38,42,2.9671
5,9ad604f29ffc,10,6,53,0.7800803673689065,12,20,2.672
5,9cb26ad54629,11,9,53,0.7697240770806743,9,16,2.8271
5,9ceb2d4f4a42,7,4,53,0.741654973453687,14,21,2.5267
5,9d3d9df7db75,9,6,53,0.7676534443686895,12,15,2.3209
5,9d5a063356a2,17,15,53,0.8413341569236262,49,46,2.8361
5,9eaeedb418c6,13,10,53,0.760567514437912,29,34,2.7043
5,9f0351b4da80,15,11,53,0.8155903841318745,32,32,2.8189
5,a5d4bf93423d,12,10,53,0.7364711125007901,27,35,2.7923
5,a5f93a95abca,10,7,53,0.7848165879403168,19,28,2.6037
5,a7b79167a48b,7,4,53,0.7447409475228259,12,17,2.2863
5,a7e735c5993c,15,11,53,0.778783919042415,36,45,3.1047
5,aac25e7d8468,4,0,53,0.7591755916642361,0,4,2.0749
5,aac25e7d8468,4,0,53,0.7842863166066357,0,4,2.0963
5,acd4134b8fd2,7,3,53,0.7756595802338637,6,16,2.4178
5,ad2fada5ca55,10,8,53,0.7142492260193914,32,38,2.5585
5,ad31888f15f0,10,7,53,0.7700925219729242,23,34,2.6345
5,adb2ce12a739,17,14,53,0.7319357648916138,41,47,3.9027
5,ae6343d66770,7,4,53,0.7553204649332953,12,17,2.796
5,aea0680411a0,11,7,53,0.7668478597624105,13,21,2.9836
5,aea67b7c2242,9,6,53,0.7277895090307128,12,25,2.8005
5,af0a201762aa,10,8,53,0.7161757380833317,28,33,2.49
5,aff2f1d6be55,12,7,53,0.7121144560823082,19,27,2.9506
5,b0cd699ece2a,9,6,53,0.7440862993870593,12,19,2.6628
5,b38162d761bf,11,9,53,0.7861723856114917,9,16,2.8403
5,b393daf5dc0a,7,3,53,0.7519357928871389,6,11,2.3338
5,b62ea45650c8,20,18,53,0.7440831887459306,55,56,3.3041
5,b911c67dae93,12,7,53,0.7729908634062354,16,26,2.9656
5,ba93c591a12a,7,3,53,0.7644139851961635,3,11,2.4634
5,bb215d5b0cd3,10,7,53,0.720064550224668,23,34,2.6057
5,bdcad8be0e2e,16,14,53,0.762087756290992,46,51,3.0932
5,be2d3fd6e5a9,4,0,53,0.7909512967101586,0,4,2.1536
5,be2d3fd6e5a9,4,0,53,0.7280358512400679,0,4,2.1401
5,bf1593c370d7,13,11,53,0.7222324734113934,33,39,3.1283
5,c06044b25e7e,8,3,53,0.7671388194978138,6,16,2.9795
5,c19525470e9c,11,8,53,0.8048789990739751,26,30,2.5675
5,c1b44a52b4eb,12,7,53,0.7328057600441427,19,28,2.9635
5,c35c737e50f4,13,11,53,0.7154133465751122,38,45,2.8395
5,c527d4e4bea6,5,0,53,0.7477199835840864,0,5,2.2659
5,c7e02d89194a,10,6,53,0.8289261856697592,6,10,2.9135
5,c7f863da692b,12,11,53,0.8000066107331775,35,38,2.8217
5,c8f8cfba2d0a,10,7,53,0.7443588764813475,15,22,2.8303
5,cc7ef5e32419,10,8,53,0.7264247297114766,32,38,2.5025
5,cd763c399386,10,7,53,0.7532194536113921,23,36,2.6751
5,cd83f6e9cb10,10,4,53,0.780023726397374,10,19,3.1621
5,ce1ff82b79e3,11,7,53,0.7467982226033809,16,22,2.621
5,ce73eb763870,11,7,53,0.8037149159699677,23,30,2.8341
5,d1b5248a49c2,11,8,53,0.7769544920009772,28,33,2.5792
5,d28bc0c48242,10,7,53,0.7264556295018905,19,28,2.5789
5,d4a0a85e103c,14,11,53,0.7329262298766527,29,36,3.0471
5,d5bb027f1e42,10,6,53,0.7313053573374447,12,19,2.9202
5,d634a760c945,12,7,53,0.7733948276187654,19,29,2.9536
5,d87f6b00d8b8,7,3,53,0.7439548440680703,6,13,2.2879
5,d885d2bef868,10,8,53,0.7874627748064346,30,36,2.5667
5,d97ccd04f4f5,7,4,53,0.7833347320625258,14,20,2.3479
5,d97ccd04f4f5,7,4,53,0.7786262395589068,14,20,2.3237
5,daef4f5a56dc,8,4,53,0.7782822325841955,14,21,2.5159
5,db9e5810dda9,10,7,53,0.7555929990321394,19,28,2.6924
5,dc02e7377e65,13,10,53,0.7268499750201084,32,40,2.8139
5,dd3d12e5859e,13,10,53,0.7796619971877099,26,32,2.8064
5,dd456576ce45,11,10,53,0.7342780914859228,18,25,2.8389
5,e034a8f3e690,10,7,53,0.762528882575512,18,25,2.6435
