split,structural_hash,encoding_type,n_qubits,depth,gate_count,two_qubit_gate_count,embed_params,quantum_params,head_params,total_trainable_params,val_rmse,wall_clock_seconds
0,400279313e64,angle,4,8,20,4,88,12,5,105,0.03710578420399058,0.8799
0,40edc1b22a99,angle,4,16,28,12,88,12,5,105,0.025696390762235757,1.0188
0,410b9b2c6a6e,angle,4,13,26,10,88,12,5,105,0.02317846345779079,0.9832
0,411b66ee16e9,angle,4,9,24,4,88,12,5,105,0.03375682447603837,0.859
0,413faa5bcf58,angle,4,8,20,4,88,12,5,105,0.02800833045631382,0.9603
0,41af7cfb0346,angle,4,8,20,4,88,12,5,105,0.04187457314241949,1.0034
0,41d7711f8da8,angle,4,16,25,17,88,12,5,105,0.016339629769331565,1.0565
0,41e2fae5a8c6,angle,4,8,23,3,88,12,5,105,0.04213745984917203,1.0231
0,420429e28207,angle,4,11,26,6,88,12,5,105,0.027134019142331108,0.942
0,421152573760,angle,4,14,23,11,88,12,5,105,0.022013601190961293,0.9883
0,424f11391ed6,angle,4,7,19,3,88,12,5,105,0.024426263914619738,0.7571
0,426f7e467397,angle,4,14,27,11,88,12,5,105,0.026285779688393122,1.0545
0,42a89b455fa3,angle,4,7,19,3,88,12,5,105,0.030195597224177126,0.8118
0,4395c8eef00a,angle,4,11,26,6,88,12,5,105,0.028611194398421965,0.8587
0,43a45efa6289,angle,4,11,20,8,88,12,5,105,0.01737876791505945,0.9748
0,43e4afecd68d,angle,4,12,26,10,88,12,5,105,0.04689134433021224,0.922
0,44231a1db87f,angle,4,16,26,14,88,12,5,105,0.0222535420060946,1.0929
0,442526d3391a,angle,4,13,26,10,88,12,5,105,0.023035495786392367,0.9575
0,451bb587000b,angle,4,10,23,7,88,12,5,105,0.017904892786260437,1.0796
0,4530be8601cb,angle,4,8,23,3,88,12,5,105,0.02833713219388483,0.9244
0,453606cc3383,angle,4,9,22,6,88,12,5,105,0.02092224452410826,0.8443
0,4554ee84ac36,angle,4,11,23,7,88,12,5,105,0.030070535268238614,0.9137
0,4642ee0fe6a1,angle,4,18,26,18,88,12,5,105,0.036931371314323364,1.1658
0,486c46aff793,angle,4,15,27,11,88,12,5,105,0.018061949377894123,0.9368
0,4949e7289a07,angle,4,16,23,15,88,12,5,105,0.03104853339917336,1.1029
