task,n_qubits,arm_a,arm_b,hodges_lehmann_shift,cliffs_delta_paired,median_a,median_b
sin_freq,5,random_structure,ref_realamp_d1,-0.20638148913453191,-1.0,0.0770600561529933,0.2908754234747494
sin_freq,5,random_structure,ref_realamp_d2,-0.19891605974603427,-1.0,0.0770600561529933,0.2856406438072855
sin_freq,5,random_structure,ref_strongent_d1,-0.15054880466589265,-1.0,0.0770600561529933,0.23681944475634298
sin_freq,5,random_structure,ref_strongent_d2,-0.09460486588864532,-0.8,0.0770600561529933,0.1800587133004458
sin_freq,5,ref_realamp_d1,ref_realamp_d2,0.004249393803615997,0.6,0.2908754234747494,0.2856406438072855
sin_freq,5,ref_realamp_d1,ref_strongent_d1,0.05378043522924564,1.0,0.2908754234747494,0.23681944475634298
sin_freq,5,ref_realamp_d1,ref_strongent_d2,0.11039032565924267,1.0,0.2908754234747494,0.1800587133004458
sin_freq,5,ref_realamp_d2,ref_strongent_d1,0.04942589334455104,1.0,0.2856406438072855,0.23681944475634298
sin_freq,5,ref_realamp_d2,ref_strongent_d2,0.10731403010159182,1.0,0.2856406438072855,0.1800587133004458
sin_freq,5,ref_strongent_d1,ref_strongent_d2,0.05723314455894846,1.0,0.23681944475634298,0.1800587133004458
