pair,block,seed,entangled_logloss,product_logloss,depth_diff,param_count_preserved,diff_product_minus_entangled
5,9,0,0.727758319818884,0.7202175371904554,3,True,-0.0075407826284284996
5,9,1,0.7135372195836571,0.7142464738427038,3,True,0.0007092542590466655
6,9,0,0.745078038153126,0.7183983096123336,3,True,-0.02667972854079237
6,9,1,0.743247478065836,0.7206752929696648,3,True,-0.022572185096171204
7,9,0,0.7636660325299772,0.7251328291182488,6,True,-0.03853320341172839
7,9,1,0.7265171098061036,0.7137553155319483,6,True,-0.012761794274155358
8,9,0,0.7073522108479706,0.7073522108479706,3,True,0.0
8,9,1,0.7386233768869814,0.7386233768869814,3,True,0.0
9,9,0,0.7164874592891878,0.7177809348924415,3,True,0.0012934756032537686
9,9,1,0.7249995040123103,0.714674700718808,3,True,-0.010324803293502272
10,9,0,0.7211834752575321,0.7338243178503666,3,True,0.01264084259283449
10,9,1,0.7124213741782432,0.7277316310299877,3,True,0.015310256851744475
11,9,0,0.7330663933805145,0.7086086913477618,3,True,-0.02445770203275266
11,9,1,0.7290250323146208,0.7079632474393889,3,True,-0.021061784875231915
12,9,0,0.7389217609601465,0.7456473909053388,3,True,0.006725629945192324
12,9,1,0.7279133372177566,0.7386821153628989,3,True,0.01076877814514221
13,9,0,0.7505718307437028,0.7324380551581723,3,True,-0.01813377558553053
13,9,1,0.7552435284144751,0.7454021921828532,3,True,-0.009841336231621867
14,9,0,0.7342053055499176,0.7408906899267639,6,True,0.006685384376846293
14,9,1,0.7227498848877008,0.7543829310901217,6,True,0.03163304620242091
15,9,0,0.7141205542172612,0.7141205542172613,9,True,1.1102230246251565e-16
15,9,1,0.7247538018175909,0.724753801817591,9,True,1.1102230246251565e-16
16,9,0,0.7365245635808365,0.7365245635808365,3,True,0.0
16,9,1,0.7238859152445934,0.7238859152445934,3,True,0.0
17,9,0,0.7070809133060606,0.7070809133060606,3,True,0.0
17,9,1,0.7064136271965699,0.7064136271965697,3,True,-1.1102230246251565e-16
18,9,0,0.7688261797699555,0.7205563111322179,3,True,-0.048269868637737634
18,9,1,0.7385160083724169,0.7501649970348795,3,True,0.011648988662462556
19,9,0,0.7109018755598492,0.722561800224925,3,True,0.011659924665075816
19,9,1,0.7499977612962193,0.7272341407513764,3,True,-0.022763620544842933
