split,structural_hash,depth,gate_count,two_qubit_gate_count,total_trainable_params,val_logloss,wall_clock_seconds
0,ffbfc02591d1,13,23,11,61,0.042754312356855326,1.3309
1,015c7c5812c3,7,19,3,61,0.12659297119047508,1.1037
1,0259740f3871,7,19,3,61,0.11684983261550924,1.3138
1,0359ba5e6bc1,15,25,13,61,0.1400140506434615,1.5407
1,044d9abdc85a,8,23,3,61,0.16590509878991805,1.8194
1,04afb910ca41,9,24,4,61,0.10660740068294763,1.1929
1,04c1e8ec8fe3,8,23,3,61,0.11571936838172205,1.1728
1,05217a353bd3,7,19,3,61,0.11321559493335472,1.2222
1,06684ed2d4e2,7,19,3,61,0.11283131651768713,1.2481
1,07b16a99f569,4,16,0,61,0.11620455662242099,1.0322
1,07b16a99f569,4,16,0,61,0.10446621183772457,1.2205
1,07b16a99f569,4,16,0,61,0.10132057161805369,1.7764
1,0829f65f5f26,13,25,9,61,0.09955644493648767,1.3476
1,08e20ad7d716,4,16,0,61,0.12158640111122915,0.9124
1,09b2eccb019d,15,24,12,61,0.13540580327692664,1.3884
1,09bd10508a85,9,22,6,61,0.11951812205323023,1.2159
